dimension,AGE_AT_VISIT_r,AGE_AT_VISIT_r2,AGE_AT_VISIT_p,AGE_AT_VISIT_sig,UPDRS3_TOTAL_r,UPDRS3_TOTAL_r2,UPDRS3_TOTAL_p,UPDRS3_TOTAL_sig,MOCA_TOTAL_r,MOCA_TOTAL_r2,MOCA_TOTAL_p,MOCA_TOTAL_sig,NP3_PC2_r,NP3_PC2_r2,NP3_PC2_p,NP3_PC2_sig,BradyRig_Total_r,BradyRig_Total_r2,BradyRig_Total_p,BradyRig_Total_sig,Tremor_Total_r,Tremor_Total_r2,Tremor_Total_p,Tremor_Total_sig,AI_BradyRig_Diff_r,AI_BradyRig_Diff_r2,AI_BradyRig_Diff_p,AI_BradyRig_Diff_sig,AI_Tremor_Diff_r,AI_Tremor_Diff_r2,AI_Tremor_Diff_p,AI_Tremor_Diff_sig,AI_BradyRig_Norm_r,AI_BradyRig_Norm_r2,AI_BradyRig_Norm_p,AI_BradyRig_Norm_sig,AI_Tremor_Norm_r,AI_Tremor_Norm_r2,AI_Tremor_Norm_p,AI_Tremor_Norm_sig,Sex_eta2,Sex_p,Sex_sig,HANDED_eta2,HANDED_p,HANDED_sig,HOEHN_YAHR_eta2,HOEHN_YAHR_p,HOEHN_YAHR_sig
latent_41,0.0086,0.0001,0.63136,False,-0.0286,0.0008,0.152962,False,0.0284,0.0008,0.127499,False,0.1347,0.0181,0.0,True,-0.0264,0.0007,0.18714,False,-0.0105,0.0001,0.600954,False,0.1808,0.0327,0.0,True,0.1449,0.021,0.0,True,0.1782,0.0318,0.0,True,0.1538,0.0237,0.0,True,0.0006,0.171251,False,0.0002,0.746877,False,0.0059,0.001277,False
latent_51,-0.2812,0.079,0.0,True,-0.0853,0.0073,1.9e-05,True,0.0869,0.0076,3e-06,True,0.0131,0.0002,0.51176,False,-0.0365,0.0013,0.068075,False,-0.0614,0.0038,0.002127,False,0.0272,0.0007,0.173545,False,0.0365,0.0013,0.068199,False,0.0459,0.0021,0.021775,False,0.0405,0.0016,0.042718,False,0.0419,0.0,True,0.0008,0.292817,False,0.0067,0.00027,True
latent_55,-0.0147,0.0002,0.414568,False,0.0029,0.0,0.883422,False,0.0586,0.0034,0.001642,False,-0.0461,0.0021,0.021088,False,0.0131,0.0002,0.512226,False,0.0226,0.0005,0.259575,False,-0.0899,0.0081,7e-06,True,-0.0499,0.0025,0.012536,False,-0.0722,0.0052,0.000302,True,-0.0641,0.0041,0.001345,False,0.0001,0.614625,False,0.0036,0.003884,False,0.0038,0.015424,False
latent_66,-0.1565,0.0245,0.0,True,0.0205,0.0004,0.305687,False,0.0558,0.0031,0.002702,False,-0.0548,0.003,0.006164,False,0.0553,0.0031,0.005728,False,-0.0399,0.0016,0.04593,False,-0.0398,0.0016,0.046533,False,-0.0378,0.0014,0.058936,False,-0.032,0.001,0.11015,False,-0.0293,0.0009,0.142474,False,0.0255,0.0,True,0.0051,0.000364,True,0.0046,0.02373,False
latent_69,-0.0775,0.006,1.7e-05,True,-0.171,0.0292,0.0,True,0.08,0.0064,1.7e-05,True,0.1239,0.0153,0.0,True,-0.1348,0.0182,0.0,True,-0.0771,0.0059,0.000115,True,0.1392,0.0194,0.0,True,0.1166,0.0136,0.0,True,0.1391,0.0194,0.0,True,0.1035,0.0107,0.0,True,0.0045,0.000182,True,0.0009,0.245112,False,0.0234,0.0,True
latent_70,0.0565,0.0032,0.001708,False,-0.0249,0.0006,0.214197,False,-0.0484,0.0023,0.009236,False,0.0098,0.0001,0.625534,False,-0.0473,0.0022,0.018083,False,0.0178,0.0003,0.374194,False,0.0113,0.0001,0.573337,False,-0.0036,0.0,0.859173,False,0.0119,0.0001,0.553042,False,-0.0104,0.0001,0.60438,False,0.0084,0.0,True,0.0019,0.053722,False,0.0016,0.339009,False
latent_83,0.2198,0.0483,0.0,True,0.0216,0.0005,0.28124,False,-0.136,0.0185,0.0,True,0.054,0.0029,0.006909,False,-0.0113,0.0001,0.572805,False,0.0426,0.0018,0.033324,False,0.0428,0.0018,0.032383,False,0.0443,0.002,0.026903,False,0.0118,0.0001,0.55642,False,0.0363,0.0013,0.069615,False,0.0592,0.0,True,0.002,0.04252,False,0.0007,0.691954,False
latent_85,0.0697,0.0049,0.000109,True,0.1826,0.0333,0.0,True,-0.0645,0.0042,0.000531,True,-0.0929,0.0086,3e-06,True,0.1685,0.0284,0.0,True,0.1,0.01,1e-06,True,-0.1349,0.0182,0.0,True,-0.0995,0.0099,1e-06,True,-0.1222,0.0149,0.0,True,-0.0885,0.0078,9e-06,True,0.0021,0.010057,False,0.0007,0.324073,False,0.0289,0.0,True
latent_86,0.0082,0.0001,0.650178,False,-0.0577,0.0033,0.003936,False,-0.0372,0.0014,0.04567,False,-0.0374,0.0014,0.061257,False,-0.0613,0.0038,0.002185,False,-0.0292,0.0009,0.144646,False,-0.0386,0.0015,0.053445,False,-0.0151,0.0002,0.451891,False,-0.0508,0.0026,0.011065,False,-0.0198,0.0004,0.321671,False,0.0,0.698709,False,0.004,0.002068,False,0.0127,0.0,True
latent_106,-0.2497,0.0624,0.0,True,0.0463,0.0021,0.020671,False,0.0863,0.0074,3e-06,True,-0.0317,0.001,0.113543,False,0.0504,0.0025,0.011769,False,0.0398,0.0016,0.046723,False,-0.0747,0.0056,0.000185,True,-0.0768,0.0059,0.000121,True,-0.0483,0.0023,0.015816,False,-0.0705,0.005,0.000424,True,0.004,0.00043,True,0.0,0.99883,False,0.026,0.0,True
latent_113,0.0673,0.0045,0.000184,True,-0.0246,0.0006,0.219384,False,-0.0284,0.0008,0.126768,False,-0.32,0.1024,0.0,True,-0.0255,0.0007,0.20251,False,-0.0104,0.0001,0.602617,False,-0.3812,0.1453,0.0,True,-0.335,0.1122,0.0,True,-0.3341,0.1116,0.0,True,-0.3299,0.1088,0.0,True,0.0061,1.4e-05,True,0.0029,0.012279,False,0.0123,0.0,True
latent_114,0.4384,0.1922,0.0,True,0.0585,0.0034,0.003429,False,-0.1591,0.0253,0.0,True,0.0371,0.0014,0.063746,False,0.0171,0.0003,0.393607,False,0.0449,0.002,0.024652,False,0.0434,0.0019,0.030157,False,0.0668,0.0045,0.000828,True,0.0476,0.0023,0.017214,False,0.0685,0.0047,0.000609,True,0.1127,0.0,True,0.0042,0.001433,False,0.0183,0.0,True
latent_116,-0.1455,0.0212,0.0,True,-0.1016,0.0103,0.0,True,0.0932,0.0087,1e-06,True,0.0303,0.0009,0.129596,False,-0.059,0.0035,0.003174,False,-0.0549,0.003,0.006022,False,0.0386,0.0015,0.053986,False,0.0002,0.0,0.992123,False,0.0624,0.0039,0.001791,False,0.0146,0.0002,0.46641,False,0.0276,0.0,True,0.0015,0.105632,False,0.0086,3.1e-05,True
latent_129,0.0639,0.0041,0.000386,True,0.0023,0.0,0.90984,False,-0.0722,0.0052,0.000105,True,-0.0212,0.0004,0.290048,False,-0.0087,0.0001,0.664797,False,-0.0067,0.0,0.739244,False,-0.0046,0.0,0.816814,False,-0.01,0.0001,0.617287,False,-0.0123,0.0002,0.538981,False,0.0032,0.0,0.871614,False,0.0019,0.014278,False,0.0016,0.081199,False,0.0013,0.372967,False
latent_132,0.1278,0.0163,0.0,True,0.4779,0.2284,0.0,True,-0.1338,0.0179,0.0,True,-0.1265,0.016,0.0,True,0.4508,0.2032,0.0,True,0.1555,0.0242,0.0,True,-0.1031,0.0106,0.0,True,-0.0627,0.0039,0.001713,False,-0.0862,0.0074,1.6e-05,True,-0.0793,0.0063,7.2e-05,True,0.0043,0.000287,True,0.0004,0.553141,False,0.2127,0.0,True
latent_133,0.0463,0.0021,0.010177,False,-0.0054,0.0,0.788212,False,-0.0059,0.0,0.752401,False,-0.1494,0.0223,0.0,True,0.0144,0.0002,0.470308,False,-0.0391,0.0015,0.050486,False,-0.1539,0.0237,0.0,True,-0.12,0.0144,0.0,True,-0.1345,0.0181,0.0,True,-0.1251,0.0157,0.0,True,0.0348,0.0,True,0.0028,0.012931,False,0.0047,0.00532,False
latent_141,0.2692,0.0725,0.0,True,0.0699,0.0049,0.000473,True,-0.1054,0.0111,0.0,True,0.0883,0.0078,1e-05,True,0.0591,0.0035,0.003113,False,0.0388,0.0015,0.052669,False,0.1171,0.0137,0.0,True,0.1008,0.0102,0.0,True,0.1135,0.0129,0.0,True,0.1094,0.012,0.0,True,0.0007,0.154402,False,0.0014,0.120753,False,0.0082,5.3e-05,True
latent_145,-0.0702,0.0049,9.6e-05,True,-0.0141,0.0002,0.479883,False,-0.0004,0.0,0.981075,False,-0.1485,0.022,0.0,True,0.0019,0.0,0.925573,False,-0.0379,0.0014,0.058139,False,-0.1596,0.0255,0.0,True,-0.1174,0.0138,0.0,True,-0.1509,0.0228,0.0,True,-0.1321,0.0175,0.0,True,0.0118,0.0,True,0.0011,0.194216,False,0.0024,0.115837,False
latent_150,-0.1111,0.0123,0.0,True,-0.3545,0.1257,0.0,True,0.1349,0.0182,0.0,True,0.1188,0.0141,0.0,True,-0.3535,0.125,0.0,True,-0.0664,0.0044,0.000902,True,0.0606,0.0037,0.00246,False,0.0401,0.0016,0.045125,False,0.0715,0.0051,0.000345,True,0.0378,0.0014,0.058713,False,0.0,0.728931,False,0.0001,0.874994,False,0.1388,0.0,True
latent_151,0.0348,0.0012,0.053244,False,-0.0254,0.0006,0.205102,False,-0.0052,0.0,0.778257,False,-0.1539,0.0237,0.0,True,-0.0305,0.0009,0.12697,False,0.0013,0.0,0.947627,False,-0.2098,0.044,0.0,True,-0.1525,0.0233,0.0,True,-0.2094,0.0439,0.0,True,-0.1709,0.0292,0.0,True,0.0002,0.467023,False,0.001,0.205689,False,0.0028,0.087369,False
latent_162,0.0693,0.0048,0.000119,True,-0.0305,0.0009,0.128026,False,-0.0271,0.0007,0.145781,False,0.0797,0.0064,6.6e-05,True,-0.0306,0.0009,0.126696,False,-0.0322,0.001,0.107417,False,0.1281,0.0164,0.0,True,0.0725,0.0053,0.000287,True,0.114,0.013,0.0,True,0.0766,0.0059,0.000128,True,0.0003,0.33539,False,0.0003,0.671302,False,0.0016,0.471847,False
latent_163,0.055,0.003,0.002247,False,-0.0417,0.0017,0.036954,False,-0.0095,0.0001,0.609756,False,0.053,0.0028,0.008012,False,-0.0679,0.0046,0.000687,True,0.0242,0.0006,0.226503,False,0.0271,0.0007,0.175068,False,0.0273,0.0007,0.173136,False,0.0268,0.0007,0.180043,False,0.0273,0.0007,0.17221,False,0.0004,0.288078,False,0.0009,0.250885,False,0.0003,0.938321,False
latent_171,0.0607,0.0037,0.000749,True,-0.0363,0.0013,0.069418,False,-0.0535,0.0029,0.004072,False,-0.0678,0.0046,0.000694,True,-0.0349,0.0012,0.080942,False,-0.044,0.0019,0.027665,False,-0.0583,0.0034,0.003559,False,-0.0449,0.002,0.02492,False,-0.0182,0.0003,0.3622,False,-0.0185,0.0003,0.356035,False,0.0261,0.0,True,0.0013,0.133568,False,0.0034,0.057933,False
latent_173,0.046,0.0021,0.010691,False,-0.1762,0.0311,0.0,True,-0.0427,0.0018,0.021834,False,0.318,0.1011,0.0,True,-0.1588,0.0252,0.0,True,-0.1173,0.0138,0.0,True,0.4452,0.1982,0.0,True,0.3454,0.1193,0.0,True,0.4098,0.168,0.0,True,0.3695,0.1365,0.0,True,0.0113,0.0,True,0.0002,0.749875,False,0.0401,0.0,True
latent_192,-0.2073,0.043,0.0,True,-0.1656,0.0274,0.0,True,0.0678,0.0046,0.000266,True,-0.0549,0.003,0.006062,False,-0.1131,0.0128,0.0,True,-0.174,0.0303,0.0,True,0.0358,0.0013,0.073698,False,0.0054,0.0,0.786846,False,0.04,0.0016,0.045391,False,0.0228,0.0005,0.254448,False,0.0081,1e-06,True,0.0008,0.30257,False,0.0456,0.0,True
latent_195,0.1115,0.0124,0.0,True,0.0642,0.0041,0.001313,False,-0.059,0.0035,0.001507,False,-0.1236,0.0153,0.0,True,0.0442,0.002,0.02723,False,0.0593,0.0035,0.003008,False,-0.193,0.0372,0.0,True,-0.1355,0.0183,0.0,True,-0.1833,0.0336,0.0,True,-0.1602,0.0257,0.0,True,0.0013,0.048477,False,0.0001,0.886307,False,0.0081,2.5e-05,True
latent_197,-0.0871,0.0076,1e-06,True,0.0202,0.0004,0.313,False,0.0124,0.0002,0.504922,False,0.1627,0.0265,0.0,True,0.0303,0.0009,0.130537,False,-0.013,0.0002,0.516398,False,0.2281,0.052,0.0,True,0.1661,0.0276,0.0,True,0.2125,0.0452,0.0,True,0.1989,0.0396,0.0,True,0.0008,0.127042,False,0.0042,0.001548,False,0.0069,0.000286,True
latent_201,-0.0375,0.0014,0.037473,False,0.0239,0.0006,0.232895,False,-0.0219,0.0005,0.238558,False,0.0118,0.0001,0.555015,False,0.0097,0.0001,0.628258,False,0.0369,0.0014,0.064936,False,-0.0097,0.0001,0.627881,False,-0.0005,0.0,0.978937,False,-0.0138,0.0002,0.490522,False,-0.0,0.0,0.999071,False,0.0167,0.0,True,0.0004,0.531484,False,0.0015,0.328485,False
latent_206,0.1021,0.0104,0.0,True,0.1722,0.0296,0.0,True,-0.0357,0.0013,0.055424,False,0.189,0.0357,0.0,True,0.1171,0.0137,0.0,True,0.1233,0.0152,0.0,True,0.212,0.045,0.0,True,0.1624,0.0264,0.0,True,0.1971,0.0388,0.0,True,0.1856,0.0344,0.0,True,0.0176,0.0,True,0.0003,0.584024,False,0.0254,0.0,True
latent_214,-0.1589,0.0253,0.0,True,0.0912,0.0083,5e-06,True,0.0466,0.0022,0.012314,False,-0.0084,0.0001,0.674734,False,0.1036,0.0107,0.0,True,0.0259,0.0007,0.195985,False,0.0076,0.0001,0.705868,False,-0.025,0.0006,0.210724,False,0.0047,0.0,0.81559,False,0.0048,0.0,0.809974,False,0.0084,0.0,True,0.0013,0.130171,False,0.0111,1e-06,True
latent_218,0.0178,0.0003,0.323195,False,-0.1272,0.0162,0.0,True,-0.0446,0.002,0.016519,False,0.2512,0.0631,0.0,True,-0.1381,0.0191,0.0,True,-0.0572,0.0033,0.0042,False,0.3183,0.1013,0.0,True,0.2858,0.0817,0.0,True,0.3091,0.0955,0.0,True,0.2898,0.084,0.0,True,0.0015,0.031784,False,0.0002,0.752137,False,0.02,0.0,True
latent_222,0.2636,0.0695,0.0,True,0.1733,0.03,0.0,True,-0.1201,0.0144,0.0,True,0.0969,0.0094,1e-06,True,0.1346,0.0181,0.0,True,0.0946,0.009,2e-06,True,0.1208,0.0146,0.0,True,0.1124,0.0126,0.0,True,0.1176,0.0138,0.0,True,0.1124,0.0126,0.0,True,0.0165,0.0,True,0.0003,0.64516,False,0.0114,0.0,True
latent_225,-0.0616,0.0038,0.000625,True,0.1751,0.0307,0.0,True,0.0095,0.0001,0.608541,False,-0.1516,0.023,0.0,True,0.1755,0.0308,0.0,True,0.0956,0.0091,2e-06,True,-0.2136,0.0456,0.0,True,-0.1641,0.0269,0.0,True,-0.1915,0.0367,0.0,True,-0.1714,0.0294,0.0,True,0.0221,0.0,True,0.0028,0.012747,False,0.063,0.0,True
latent_227,0.1645,0.0271,0.0,True,0.1689,0.0285,0.0,True,-0.0768,0.0059,3.7e-05,True,0.0348,0.0012,0.082241,False,0.1092,0.0119,0.0,True,0.1505,0.0226,0.0,True,-0.0295,0.0009,0.140076,False,0.0136,0.0002,0.496776,False,-0.0337,0.0011,0.092422,False,0.0022,0.0,0.911914,False,0.0012,0.058951,False,0.0005,0.452652,False,0.0412,0.0,True
latent_228,-0.122,0.0149,0.0,True,0.0284,0.0008,0.155371,False,0.0555,0.0031,0.00287,False,0.1382,0.0191,0.0,True,0.0242,0.0006,0.22673,False,0.0475,0.0023,0.017675,False,0.1383,0.0191,0.0,True,0.1102,0.0122,0.0,True,0.1575,0.0248,0.0,True,0.1068,0.0114,0.0,True,0.0069,4e-06,True,0.0009,0.240532,False,0.0094,2.5e-05,True
latent_232,-0.0699,0.0049,0.000104,True,0.1323,0.0175,0.0,True,0.0225,0.0005,0.226866,False,-0.1453,0.0211,0.0,True,0.1078,0.0116,0.0,True,0.0924,0.0085,4e-06,True,-0.2126,0.0452,0.0,True,-0.182,0.0331,0.0,True,-0.1924,0.037,0.0,True,-0.1979,0.0392,0.0,True,0.0009,0.091723,False,0.0,0.981733,False,0.006,0.001548,False
latent_238,-0.0671,0.0045,0.000193,True,-0.1286,0.0165,0.0,True,0.0293,0.0009,0.115693,False,0.1381,0.0191,0.0,True,-0.1,0.01,1e-06,True,-0.0836,0.007,2.9e-05,True,0.2112,0.0446,0.0,True,0.1365,0.0186,0.0,True,0.2053,0.0422,0.0,True,0.1609,0.0259,0.0,True,0.007,3e-06,True,0.0001,0.840555,False,0.0165,0.0,True
latent_241,-0.0111,0.0001,0.538124,False,-0.1077,0.0116,0.0,True,-0.0011,0.0,0.953045,False,0.1856,0.0344,0.0,True,-0.1064,0.0113,0.0,True,-0.0363,0.0013,0.069281,False,0.2256,0.0509,0.0,True,0.1838,0.0338,0.0,True,0.2291,0.0525,0.0,True,0.1988,0.0395,0.0,True,0.002,0.011935,False,0.0016,0.084131,False,0.0103,1e-06,True
latent_245,-0.1465,0.0215,0.0,True,-0.0409,0.0017,0.040875,False,0.0773,0.006,3.3e-05,True,0.1367,0.0187,0.0,True,-0.0392,0.0015,0.050117,False,0.0228,0.0005,0.255175,False,0.1354,0.0183,0.0,True,0.1026,0.0105,0.0,True,0.1572,0.0247,0.0,True,0.1009,0.0102,0.0,True,0.0043,0.00026,True,0.0015,0.096537,False,0.0045,0.025605,False
latent_253,0.1209,0.0146,0.0,True,0.1185,0.014,0.0,True,-0.0575,0.0033,0.002014,False,0.036,0.0013,0.071931,False,0.0762,0.0058,0.000136,True,0.0948,0.009,2e-06,True,0.0185,0.0003,0.356186,False,0.0123,0.0002,0.537622,False,0.0134,0.0002,0.503379,False,0.0276,0.0008,0.167877,False,0.0103,0.0,True,0.0004,0.534823,False,0.0207,0.0,True
