dimension,AGE_AT_VISIT_r,AGE_AT_VISIT_r2,AGE_AT_VISIT_p,AGE_AT_VISIT_sig,UPDRS3_TOTAL_r,UPDRS3_TOTAL_r2,UPDRS3_TOTAL_p,UPDRS3_TOTAL_sig,MOCA_TOTAL_r,MOCA_TOTAL_r2,MOCA_TOTAL_p,MOCA_TOTAL_sig,NP3_PC2_r,NP3_PC2_r2,NP3_PC2_p,NP3_PC2_sig,BradyRig_Total_r,BradyRig_Total_r2,BradyRig_Total_p,BradyRig_Total_sig,Tremor_Total_r,Tremor_Total_r2,Tremor_Total_p,Tremor_Total_sig,AI_BradyRig_Diff_r,AI_BradyRig_Diff_r2,AI_BradyRig_Diff_p,AI_BradyRig_Diff_sig,AI_Tremor_Diff_r,AI_Tremor_Diff_r2,AI_Tremor_Diff_p,AI_Tremor_Diff_sig,AI_BradyRig_Norm_r,AI_BradyRig_Norm_r2,AI_BradyRig_Norm_p,AI_BradyRig_Norm_sig,AI_Tremor_Norm_r,AI_Tremor_Norm_r2,AI_Tremor_Norm_p,AI_Tremor_Norm_sig,Sex_eta2,Sex_p,Sex_sig,HANDED_eta2,HANDED_p,HANDED_sig,HOEHN_YAHR_eta2,HOEHN_YAHR_p,HOEHN_YAHR_sig
latent_101,-0.1133,0.0128,0.0,True,-0.0283,0.0008,0.157609,False,0.0751,0.0056,5.4e-05,True,0.0452,0.002,0.023723,False,-0.0128,0.0002,0.522576,False,-0.0178,0.0003,0.374184,False,0.0663,0.0044,0.000908,False,0.0479,0.0023,0.016683,False,0.0712,0.0051,0.000371,True,0.066,0.0044,0.000966,False,0.0081,1e-06,True,0.003,0.009843,False,0.0028,0.068853,False
latent_102,-0.0511,0.0026,0.00454,False,-0.1959,0.0384,0.0,True,0.0487,0.0024,0.008831,False,0.0522,0.0027,0.008991,False,-0.1511,0.0228,0.0,True,-0.1044,0.0109,0.0,True,0.082,0.0067,4e-05,True,0.0601,0.0036,0.002658,False,0.0963,0.0093,1e-06,True,0.0689,0.0048,0.000564,False,0.0284,0.0,True,0.0007,0.351857,False,0.0313,0.0,True
latent_106,-0.2589,0.067,0.0,True,0.0659,0.0043,0.000982,False,0.0948,0.009,0.0,True,0.0551,0.003,0.005861,False,0.0642,0.0041,0.001332,False,0.0678,0.0046,0.000691,False,0.015,0.0002,0.45444,False,0.0011,0.0,0.955047,False,0.0347,0.0012,0.082475,False,0.0077,0.0001,0.701495,False,0.0084,0.0,True,0.0002,0.685794,False,0.035,0.0,True
latent_110,0.0948,0.009,0.0,True,0.0173,0.0003,0.386657,False,-0.123,0.0151,0.0,True,-0.0658,0.0043,0.001001,False,0.0274,0.0007,0.171147,False,-0.0325,0.0011,0.104006,False,-0.0379,0.0014,0.05811,False,-0.0396,0.0016,0.047575,False,-0.0362,0.0013,0.07039,False,-0.0375,0.0014,0.060716,False,0.0043,0.00025,True,0.0011,0.187377,False,0.0035,0.021385,False
latent_111,0.0628,0.0039,0.000486,False,0.1145,0.0131,0.0,True,0.0328,0.0011,0.077755,False,-0.0171,0.0003,0.392337,False,0.0882,0.0078,1e-05,True,0.0998,0.01,1e-06,True,-0.0675,0.0046,0.000737,False,-0.0735,0.0054,0.000237,True,-0.0597,0.0036,0.002828,False,-0.073,0.0053,0.000262,True,0.0127,0.0,True,0.0003,0.642178,False,0.0214,0.0,True
latent_112,-0.0851,0.0072,2e-06,True,-0.1315,0.0173,0.0,True,0.0197,0.0004,0.291163,False,0.0031,0.0,0.875514,False,-0.1368,0.0187,0.0,True,-0.0477,0.0023,0.017119,False,0.0024,0.0,0.905397,False,0.0027,0.0,0.891276,False,-0.0026,0.0,0.895911,False,-0.0071,0.0001,0.720977,False,0.0012,0.053308,False,0.0008,0.285866,False,0.0116,0.0,True
latent_113,0.1443,0.0208,0.0,True,-0.147,0.0216,0.0,True,-0.0328,0.0011,0.07804,False,-0.2719,0.0739,0.0,True,-0.1524,0.0232,0.0,True,-0.0488,0.0024,0.014655,False,-0.3265,0.1066,0.0,True,-0.2926,0.0856,0.0,True,-0.2863,0.0819,0.0,True,-0.2911,0.0847,0.0,True,0.0023,0.008245,False,0.0033,0.006525,False,0.051,0.0,True
latent_114,0.439,0.1927,0.0,True,0.1417,0.0201,0.0,True,-0.172,0.0296,0.0,True,0.004,0.0,0.841841,False,0.1034,0.0107,0.0,True,0.0648,0.0042,0.001196,False,0.0182,0.0003,0.363521,False,0.0474,0.0022,0.017797,False,0.0279,0.0008,0.162976,False,0.0467,0.0022,0.019448,False,0.093,0.0,True,0.0034,0.005673,False,0.0208,0.0,True
latent_116,-0.2447,0.0599,0.0,True,-0.0886,0.0078,9e-06,True,0.1208,0.0146,0.0,True,-0.0229,0.0005,0.251528,False,-0.0446,0.002,0.02581,False,-0.0539,0.0029,0.00704,False,-0.0234,0.0005,0.24239,False,-0.0524,0.0028,0.008739,False,0.0029,0.0,0.885162,False,-0.0442,0.002,0.027055,False,0.0451,0.0,True,0.002,0.048358,False,0.0083,7.2e-05,True
latent_117,-0.096,0.0092,0.0,True,-0.0919,0.0084,4e-06,True,0.0932,0.0087,1e-06,True,0.0021,0.0,0.917065,False,-0.0869,0.0075,1.4e-05,True,-0.0529,0.0028,0.008113,False,0.0076,0.0001,0.703175,False,0.0022,0.0,0.913307,False,0.0082,0.0001,0.683742,False,0.0112,0.0001,0.577096,False,0.0014,0.036721,False,0.0043,0.001279,False,0.0022,0.14355,False
latent_119,0.0041,0.0,0.820893,False,0.0513,0.0026,0.010257,False,0.0451,0.002,0.015291,False,0.0614,0.0038,0.002151,False,0.0614,0.0038,0.002131,False,0.0193,0.0004,0.335472,False,0.0777,0.006,0.000101,True,0.0389,0.0015,0.051984,False,0.0757,0.0057,0.000153,True,0.0308,0.0009,0.123714,False,0.0089,0.0,True,0.0028,0.013175,False,0.0031,0.069836,False
latent_120,-0.0823,0.0068,5e-06,True,-0.0221,0.0005,0.270492,False,-0.0412,0.0017,0.026888,False,0.0178,0.0003,0.3726,False,-0.009,0.0001,0.654285,False,-0.0086,0.0001,0.666503,False,0.0118,0.0001,0.556673,False,0.0133,0.0002,0.504859,False,0.0193,0.0004,0.335294,False,0.0257,0.0007,0.19925,False,0.0125,0.0,True,0.0018,0.058426,False,0.0037,0.025907,False
latent_121,0.0089,0.0001,0.622377,False,-0.1516,0.023,0.0,True,-0.011,0.0001,0.554388,False,0.0398,0.0016,0.046627,False,-0.1628,0.0265,0.0,True,-0.0372,0.0014,0.062796,False,0.0111,0.0001,0.578497,False,0.0263,0.0007,0.188151,False,0.0043,0.0,0.828063,False,0.0005,0.0,0.980422,False,0.0037,0.000702,False,0.0028,0.013885,False,0.0136,0.0,True
latent_124,-0.0805,0.0065,8e-06,True,-0.0662,0.0044,0.000926,False,0.0849,0.0072,5e-06,True,-0.0515,0.0027,0.009994,False,-0.0453,0.002,0.023687,False,-0.0496,0.0025,0.013174,False,-0.0525,0.0028,0.008724,False,-0.0474,0.0022,0.017805,False,-0.0436,0.0019,0.029412,False,-0.037,0.0014,0.064518,False,0.0,0.957652,False,0.0009,0.246117,False,0.0086,1e-05,True
latent_129,0.0688,0.0047,0.000134,True,0.0044,0.0,0.826618,False,-0.0713,0.0051,0.000125,True,-0.0328,0.0011,0.101538,False,-0.0084,0.0001,0.674657,False,-0.0016,0.0,0.934896,False,-0.0284,0.0008,0.155229,False,-0.0239,0.0006,0.232815,False,-0.0316,0.001,0.114541,False,-0.016,0.0003,0.424758,False,0.0004,0.250535,False,0.0015,0.096634,False,0.0005,0.861219,False
latent_132,0.1258,0.0158,0.0,True,0.4681,0.2191,0.0,True,-0.131,0.0172,0.0,True,-0.12,0.0144,0.0,True,0.4417,0.1951,0.0,True,0.15,0.0225,0.0,True,-0.094,0.0088,3e-06,True,-0.0559,0.0031,0.005222,False,-0.0781,0.0061,9.2e-05,True,-0.0726,0.0053,0.00028,True,0.0038,0.000617,False,0.0003,0.609825,False,0.205,0.0,True
latent_133,0.0219,0.0005,0.224488,False,-0.0506,0.0026,0.011369,False,0.0113,0.0001,0.54505,False,-0.2067,0.0427,0.0,True,-0.0248,0.0006,0.214882,False,-0.0597,0.0036,0.002833,False,-0.2235,0.0499,0.0,True,-0.1823,0.0332,0.0,True,-0.1949,0.038,0.0,True,-0.189,0.0357,0.0,True,0.0342,0.0,True,0.0026,0.018407,False,0.0125,0.0,True
latent_141,0.297,0.0882,0.0,True,0.0312,0.001,0.11862,False,-0.1003,0.0101,0.0,True,0.1292,0.0167,0.0,True,0.0213,0.0005,0.287874,False,0.0255,0.0007,0.201982,False,0.1641,0.0269,0.0,True,0.1398,0.0195,0.0,True,0.1569,0.0246,0.0,True,0.1496,0.0224,0.0,True,0.0032,0.001635,False,0.0009,0.231771,False,0.0052,0.004742,False
latent_145,-0.1538,0.0237,0.0,True,0.0152,0.0002,0.449036,False,0.0369,0.0014,0.047395,False,-0.1672,0.028,0.0,True,0.0186,0.0003,0.351959,False,0.0114,0.0001,0.570392,False,-0.2177,0.0474,0.0,True,-0.1715,0.0294,0.0,True,-0.2101,0.0441,0.0,True,-0.1904,0.0363,0.0,True,0.02,0.0,True,0.0006,0.402162,False,0.0007,0.671864,False
latent_146,-0.0802,0.0064,8e-06,True,-0.0287,0.0008,0.151765,False,-0.0,0.0,0.999294,False,0.0885,0.0078,9e-06,True,-0.0353,0.0012,0.077421,False,0.0362,0.0013,0.070279,False,0.0541,0.0029,0.006813,False,0.0609,0.0037,0.002338,False,0.0559,0.0031,0.005176,False,0.0584,0.0034,0.003495,False,0.0015,0.02983,False,0.0012,0.156385,False,0.0066,0.001565,False
latent_147,0.1969,0.0388,0.0,True,0.1625,0.0264,0.0,True,-0.064,0.0041,0.000585,False,-0.1987,0.0395,0.0,True,0.1571,0.0247,0.0,True,0.0351,0.0012,0.079343,False,-0.2202,0.0485,0.0,True,-0.1729,0.0299,0.0,True,-0.2089,0.0437,0.0,True,-0.1923,0.037,0.0,True,0.0054,4.8e-05,True,0.0047,0.000678,False,0.0181,0.0,True
latent_150,-0.1022,0.0104,0.0,True,-0.2767,0.0766,0.0,True,0.1286,0.0165,0.0,True,0.1014,0.0103,0.0,True,-0.2826,0.0799,0.0,True,-0.0242,0.0006,0.226437,False,0.0312,0.001,0.118495,False,0.0194,0.0004,0.333112,False,0.0497,0.0025,0.012965,False,0.0166,0.0003,0.40593,False,0.0,0.78999,False,0.0002,0.789349,False,0.0857,0.0,True
latent_151,0.06,0.0036,0.000861,False,-0.1919,0.0368,0.0,True,-0.0188,0.0004,0.31203,False,-0.1805,0.0326,0.0,True,-0.1877,0.0352,0.0,True,-0.069,0.0048,0.000555,False,-0.2363,0.0558,0.0,True,-0.1805,0.0326,0.0,True,-0.2228,0.0496,0.0,True,-0.1972,0.0389,0.0,True,0.0006,0.188053,False,0.0039,0.002526,False,0.0639,0.0,True
latent_156,-0.0478,0.0023,0.008019,False,-0.0492,0.0024,0.013818,False,0.0168,0.0003,0.366814,False,-0.0426,0.0018,0.033195,False,-0.0238,0.0006,0.234701,False,-0.0514,0.0026,0.010212,False,-0.0298,0.0009,0.136872,False,-0.0351,0.0012,0.079415,False,-0.0056,0.0,0.777814,False,-0.0193,0.0004,0.333998,False,0.006,1.7e-05,True,0.0052,0.000344,True,0.0011,0.485368,False
latent_162,0.0742,0.0055,3.7e-05,True,-0.0565,0.0032,0.004759,False,-0.0238,0.0006,0.201593,False,0.0408,0.0017,0.041442,False,-0.0552,0.0031,0.005752,False,-0.0399,0.0016,0.046099,False,0.0737,0.0054,0.000227,True,0.0318,0.001,0.111705,False,0.0633,0.004,0.001538,False,0.0328,0.0011,0.101478,False,0.0,0.967641,False,0.0001,0.919082,False,0.0036,0.057356,False
latent_163,-0.0092,0.0001,0.609732,False,-0.0645,0.0042,0.001263,False,0.0141,0.0002,0.450405,False,0.0139,0.0002,0.487247,False,-0.0822,0.0068,3.9e-05,True,0.0031,0.0,0.878172,False,-0.0112,0.0001,0.574345,False,-0.011,0.0001,0.582155,False,-0.0052,0.0,0.793192,False,-0.0065,0.0,0.746149,False,0.0007,0.155111,False,0.0007,0.338767,False,0.0035,0.027443,False
latent_167,-0.0598,0.0036,0.000904,False,-0.0106,0.0001,0.597913,False,0.094,0.0088,0.0,True,0.0455,0.0021,0.022822,False,0.0055,0.0,0.784103,False,-0.0029,0.0,0.886107,False,0.036,0.0013,0.071648,False,0.0203,0.0004,0.309395,False,0.0456,0.0021,0.02253,False,0.0395,0.0016,0.048407,False,0.0002,0.483706,False,0.0005,0.474149,False,0.008,4.9e-05,True
latent_169,-0.0665,0.0044,0.00022,True,-0.0927,0.0086,3e-06,True,-0.0004,0.0,0.9843,False,-0.0306,0.0009,0.126046,False,-0.0765,0.0058,0.00013,True,-0.089,0.0079,8e-06,True,0.0207,0.0004,0.302114,False,0.012,0.0001,0.548173,False,0.0136,0.0002,0.496533,False,0.0113,0.0001,0.571601,False,0.0018,0.020041,False,0.0011,0.198172,False,0.019,0.0,True
latent_171,0.0474,0.0022,0.008476,False,-0.0247,0.0006,0.216756,False,-0.0431,0.0019,0.020538,False,-0.1372,0.0188,0.0,True,-0.0186,0.0003,0.353314,False,-0.0473,0.0022,0.017952,False,-0.1406,0.0198,0.0,True,-0.1149,0.0132,0.0,True,-0.0878,0.0077,1.1e-05,True,-0.092,0.0085,4e-06,True,0.0201,0.0,True,0.002,0.04678,False,0.0021,0.211411,False
latent_173,0.0929,0.0086,0.0,True,-0.1931,0.0373,0.0,True,-0.0399,0.0016,0.032251,False,0.3522,0.124,0.0,True,-0.1781,0.0317,0.0,True,-0.1112,0.0124,0.0,True,0.4788,0.2293,0.0,True,0.3759,0.1413,0.0,True,0.4444,0.1975,0.0,True,0.3999,0.1599,0.0,True,0.0112,0.0,True,0.0004,0.560143,False,0.0441,0.0,True
latent_175,0.0557,0.0031,0.00198,False,0.124,0.0154,0.0,True,-0.0289,0.0008,0.121025,False,0.06,0.0036,0.002699,False,0.1075,0.0116,0.0,True,0.0675,0.0046,0.000736,False,0.0673,0.0045,0.000755,False,0.0559,0.0031,0.00516,False,0.0285,0.0008,0.154523,False,0.0419,0.0018,0.036101,False,0.0013,0.047806,False,0.0007,0.342023,False,0.0113,0.0,True
latent_176,0.0662,0.0044,0.000237,True,0.0532,0.0028,0.007814,False,-0.0048,0.0,0.79509,False,0.0636,0.004,0.00146,False,0.0336,0.0011,0.093512,False,0.0561,0.0032,0.005007,False,0.0372,0.0014,0.062752,False,0.0568,0.0032,0.004483,False,0.0476,0.0023,0.01736,False,0.0236,0.0006,0.237508,False,0.0085,0.0,True,0.0023,0.028829,False,0.0051,0.002793,False
latent_180,0.0905,0.0082,0.0,True,0.021,0.0004,0.294073,False,-0.0035,0.0,0.852833,False,0.1434,0.0206,0.0,True,0.0004,0.0,0.982098,False,0.06,0.0036,0.002704,False,0.122,0.0149,0.0,True,0.109,0.0119,0.0,True,0.118,0.0139,0.0,True,0.1088,0.0118,0.0,True,0.0003,0.343299,False,0.0005,0.48001,False,0.003,0.055195,False
latent_183,0.0136,0.0002,0.45148,False,0.0589,0.0035,0.003249,False,-0.0492,0.0024,0.008225,False,-0.0247,0.0006,0.217822,False,0.0533,0.0028,0.007701,False,0.0119,0.0001,0.550912,False,-0.0158,0.0003,0.42856,False,-0.0348,0.0012,0.082097,False,-0.0093,0.0001,0.642691,False,-0.0229,0.0005,0.251867,False,0.0033,0.001498,False,0.0022,0.036357,False,0.0094,3e-06,True
latent_185,-0.0677,0.0046,0.000171,True,-0.0715,0.0051,0.000348,True,0.0732,0.0054,8.3e-05,True,0.105,0.011,0.0,True,-0.0628,0.0039,0.001679,False,0.0035,0.0,0.859947,False,0.079,0.0062,7.7e-05,True,0.0606,0.0037,0.002441,False,0.0861,0.0074,1.7e-05,True,0.0655,0.0043,0.00106,False,0.0049,0.000105,True,0.004,0.001995,False,0.0043,0.021282,False
latent_188,-0.0335,0.0011,0.063165,False,-0.0329,0.0011,0.100391,False,-0.0132,0.0002,0.478162,False,0.0522,0.0027,0.009047,False,-0.027,0.0007,0.177624,False,-0.0269,0.0007,0.178913,False,0.0823,0.0068,3.8e-05,True,0.0643,0.0041,0.001306,False,0.0723,0.0052,0.000296,True,0.0694,0.0048,0.000521,False,0.013,0.0,True,0.0017,0.070327,False,0.0044,0.005473,False
latent_192,-0.192,0.0369,0.0,True,-0.1745,0.0305,0.0,True,0.0627,0.0039,0.000745,False,-0.1087,0.0118,0.0,True,-0.1168,0.0136,0.0,True,-0.1821,0.0332,0.0,True,-0.0295,0.0009,0.140517,False,-0.0466,0.0022,0.019871,False,-0.0257,0.0007,0.198269,False,-0.031,0.001,0.121749,False,0.0075,1e-06,True,0.0004,0.503103,False,0.0497,0.0,True
latent_195,0.1556,0.0242,0.0,True,-0.0027,0.0,0.893729,False,-0.0979,0.0096,0.0,True,-0.1731,0.03,0.0,True,-0.0175,0.0003,0.383148,False,0.0193,0.0004,0.335236,False,-0.2305,0.0531,0.0,True,-0.186,0.0346,0.0,True,-0.221,0.0488,0.0,True,-0.2139,0.0457,0.0,True,0.0001,0.650324,False,0.0002,0.7379,False,0.0008,0.772258,False
latent_196,-0.0569,0.0032,0.001596,False,-0.0559,0.0031,0.005221,False,-0.0157,0.0002,0.398185,False,0.0824,0.0068,3.7e-05,True,-0.0597,0.0036,0.00284,False,-0.0199,0.0004,0.319179,False,0.0874,0.0076,1.2e-05,True,0.0846,0.0072,2.3e-05,True,0.096,0.0092,2e-06,True,0.0911,0.0083,5e-06,True,0.0106,0.0,True,0.0056,0.000161,True,0.0027,0.072764,False
latent_197,-0.0478,0.0023,0.008007,False,-0.0023,0.0,0.906854,False,-0.0062,0.0,0.737449,False,0.1227,0.0151,0.0,True,0.0043,0.0,0.831173,False,-0.0164,0.0003,0.41189,False,0.1766,0.0312,0.0,True,0.1234,0.0152,0.0,True,0.1647,0.0271,0.0,True,0.1555,0.0242,0.0,True,0.0029,0.002711,False,0.0042,0.001573,False,0.003,0.057504,False
latent_198,0.0152,0.0002,0.399956,False,0.0014,0.0,0.942703,False,-0.0674,0.0045,0.000293,True,0.0209,0.0004,0.296284,False,-0.0061,0.0,0.758927,False,-0.025,0.0006,0.212002,False,0.0726,0.0053,0.000283,True,0.0552,0.0031,0.005745,False,0.0785,0.0062,8.6e-05,True,0.0741,0.0055,0.000211,True,0.0021,0.010173,False,0.0035,0.004597,False,0.0027,0.111379,False
latent_200,-0.0778,0.0061,1.5e-05,True,-0.0277,0.0008,0.166271,False,0.0131,0.0002,0.481434,False,-0.0307,0.0009,0.125063,False,-0.0098,0.0001,0.62419,False,-0.0177,0.0003,0.376599,False,-0.0111,0.0001,0.578582,False,-0.05,0.0025,0.012429,False,-0.0265,0.0007,0.185955,False,-0.0462,0.0021,0.02092,False,0.0194,0.0,True,0.0019,0.056609,False,0.0014,0.570406,False
latent_201,-0.0454,0.0021,0.01166,False,-0.0023,0.0,0.910182,False,-0.009,0.0001,0.627797,False,0.0192,0.0004,0.338316,False,-0.0093,0.0001,0.641593,False,0.0164,0.0003,0.41332,False,0.0081,0.0001,0.684985,False,0.0056,0.0,0.779496,False,0.0011,0.0,0.955647,False,0.0114,0.0001,0.569437,False,0.0183,0.0,True,0.0002,0.740561,False,0.0015,0.304673,False
latent_203,-0.1644,0.027,0.0,True,-0.1158,0.0134,0.0,True,0.0685,0.0047,0.00023,True,-0.0361,0.0013,0.070996,False,-0.0791,0.0063,7.6e-05,True,-0.0718,0.0052,0.000326,True,-0.028,0.0008,0.161004,False,-0.0596,0.0036,0.002885,False,-0.0242,0.0006,0.22667,False,-0.0369,0.0014,0.065337,False,0.0113,0.0,True,0.0001,0.838871,False,0.0108,0.0,True
latent_205,-0.1056,0.0112,0.0,True,-0.1372,0.0188,0.0,True,0.0007,0.0,0.971774,False,-0.0002,0.0,0.99276,False,-0.1073,0.0115,0.0,True,-0.1057,0.0112,0.0,True,0.0558,0.0031,0.005258,False,0.0193,0.0004,0.333679,False,0.059,0.0035,0.003191,False,0.0459,0.0021,0.0217,False,0.0046,0.000164,True,0.0027,0.015118,False,0.0162,0.0,True
latent_206,0.0246,0.0006,0.172835,False,0.1763,0.0311,0.0,True,-0.0081,0.0001,0.665397,False,0.2758,0.0761,0.0,True,0.1354,0.0183,0.0,True,0.1045,0.0109,0.0,True,0.3335,0.1112,0.0,True,0.2618,0.0685,0.0,True,0.3082,0.095,0.0,True,0.2881,0.083,0.0,True,0.0095,0.0,True,0.0011,0.176195,False,0.0303,0.0,True
latent_211,0.0168,0.0003,0.352738,False,-0.0795,0.0063,6.9e-05,True,-0.0057,0.0,0.758799,False,0.0529,0.0028,0.008223,False,-0.089,0.0079,8e-06,True,0.008,0.0001,0.688478,False,0.0382,0.0015,0.056004,False,0.0297,0.0009,0.13822,False,0.0451,0.002,0.024012,False,0.032,0.001,0.10923,False,0.0053,5.6e-05,True,0.0005,0.471423,False,0.0084,2e-05,True
latent_214,-0.1469,0.0216,0.0,True,0.0963,0.0093,1e-06,True,0.0411,0.0017,0.027111,False,0.0442,0.0019,0.027305,False,0.1009,0.0102,0.0,True,0.0392,0.0015,0.049778,False,0.062,0.0038,0.001929,False,0.0252,0.0006,0.208222,False,0.0475,0.0023,0.017661,False,0.0523,0.0027,0.008885,False,0.0061,1.4e-05,True,0.0012,0.155454,False,0.0118,0.0,True
latent_216,0.0104,0.0001,0.564784,False,0.0865,0.0075,1.5e-05,True,0.0002,0.0,0.989889,False,-0.1424,0.0203,0.0,True,0.0684,0.0047,0.000625,False,0.0538,0.0029,0.007185,False,-0.1833,0.0336,0.0,True,-0.1515,0.023,0.0,True,-0.1644,0.027,0.0,True,-0.1528,0.0234,0.0,True,0.0072,2e-06,True,0.0013,0.144191,False,0.0066,0.000243,True
latent_218,-0.0311,0.001,0.083935,False,-0.087,0.0076,1.3e-05,True,-0.0276,0.0008,0.137549,False,0.2799,0.0783,0.0,True,-0.0985,0.0097,1e-06,True,-0.0415,0.0017,0.037933,False,0.3541,0.1254,0.0,True,0.3153,0.0994,0.0,True,0.3408,0.1161,0.0,True,0.3227,0.1041,0.0,True,0.0009,0.088516,False,0.0,0.998146,False,0.0114,0.0,True
latent_221,-0.1026,0.0105,0.0,True,-0.0528,0.0028,0.008335,False,0.0779,0.0061,2.8e-05,True,0.0081,0.0001,0.684745,False,-0.045,0.002,0.024531,False,-0.0132,0.0002,0.510507,False,-0.0033,0.0,0.869736,False,-0.0242,0.0006,0.226196,False,-0.0148,0.0002,0.461073,False,-0.0109,0.0001,0.585712,False,0.0123,0.0,True,0.0001,0.840392,False,0.0038,0.017594,False
latent_222,0.2956,0.0874,0.0,True,0.1867,0.0349,0.0,True,-0.14,0.0196,0.0,True,-0.0018,0.0,0.929523,False,0.1488,0.0221,0.0,True,0.0891,0.0079,8e-06,True,0.0089,0.0001,0.655857,False,0.0168,0.0003,0.401439,False,0.0129,0.0002,0.517668,False,0.0147,0.0002,0.462612,False,0.0209,0.0,True,0.0007,0.35772,False,0.0145,0.0,True
latent_225,0.0573,0.0033,0.001452,False,0.3173,0.1007,0.0,True,-0.0892,0.0079,2e-06,True,-0.0607,0.0037,0.002386,False,0.3186,0.1015,0.0,True,0.0867,0.0075,1.4e-05,True,-0.022,0.0005,0.271805,False,-0.006,0.0,0.765665,False,-0.0226,0.0005,0.258629,False,-0.0054,0.0,0.785953,False,0.0093,0.0,True,0.0014,0.117976,False,0.1421,0.0,True
latent_227,0.1382,0.0191,0.0,True,0.1877,0.0352,0.0,True,-0.0666,0.0044,0.000342,True,0.0038,0.0,0.848665,False,0.1198,0.0144,0.0,True,0.1693,0.0287,0.0,True,-0.0787,0.0062,8.3e-05,True,-0.0246,0.0006,0.218659,False,-0.0705,0.005,0.000423,True,-0.0384,0.0015,0.055151,False,0.0007,0.152968,False,0.0004,0.539391,False,0.0552,0.0,True
latent_228,-0.1311,0.0172,0.0,True,0.0596,0.0036,0.002884,False,0.0526,0.0028,0.004673,False,0.1151,0.0132,0.0,True,0.0567,0.0032,0.004608,False,0.0558,0.0031,0.005301,False,0.1139,0.013,0.0,True,0.0882,0.0078,1e-05,True,0.1332,0.0178,0.0,True,0.0835,0.007,2.9e-05,True,0.0112,0.0,True,0.001,0.210158,False,0.0171,0.0,True
latent_229,0.0611,0.0037,0.000693,False,-0.0156,0.0002,0.43474,False,-0.0536,0.0029,0.003985,False,-0.0695,0.0048,0.000506,False,-0.0091,0.0001,0.651033,False,-0.0377,0.0014,0.059345,False,-0.0622,0.0039,0.001857,False,-0.0406,0.0017,0.042301,False,-0.0509,0.0026,0.010942,False,-0.0601,0.0036,0.002645,False,0.0039,0.000556,False,0.0011,0.196763,False,0.0016,0.298635,False
latent_232,-0.0122,0.0001,0.498632,False,0.163,0.0266,0.0,True,-0.0078,0.0001,0.674043,False,-0.1667,0.0278,0.0,True,0.1323,0.0175,0.0,True,0.1112,0.0124,0.0,True,-0.2392,0.0572,0.0,True,-0.2014,0.0406,0.0,True,-0.2113,0.0447,0.0,True,-0.2208,0.0487,0.0,True,0.0003,0.379971,False,0.0,0.949018,False,0.0104,3e-06,True
latent_234,0.0414,0.0017,0.02172,False,-0.0408,0.0017,0.041195,False,-0.0295,0.0009,0.113168,False,0.0202,0.0004,0.311976,False,-0.0339,0.0011,0.090682,False,-0.0439,0.0019,0.028353,False,0.0627,0.0039,0.001709,False,0.0409,0.0017,0.040927,False,0.0749,0.0056,0.000179,True,0.056,0.0031,0.005111,False,0.0001,0.554588,False,0.0013,0.133749,False,0.0104,1e-06,True
latent_235,0.1527,0.0233,0.0,True,0.0934,0.0087,3e-06,True,-0.1122,0.0126,0.0,True,0.0431,0.0019,0.031056,False,0.062,0.0038,0.00193,False,0.0512,0.0026,0.010466,False,0.0594,0.0035,0.002954,False,0.0421,0.0018,0.03514,False,0.0552,0.0031,0.005745,False,0.0456,0.0021,0.022507,False,0.0523,0.0,True,0.0003,0.641749,False,0.0073,7.9e-05,True
latent_238,-0.097,0.0094,0.0,True,0.001,0.0,0.960879,False,0.0362,0.0013,0.051546,False,0.1241,0.0154,0.0,True,0.0134,0.0002,0.503141,False,-0.0131,0.0002,0.513416,False,0.1721,0.0296,0.0,True,0.1131,0.0128,0.0,True,0.1656,0.0274,0.0,True,0.1413,0.02,0.0,True,0.0013,0.043917,False,0.0004,0.579004,False,0.0043,0.019214,False
latent_241,0.1263,0.0159,0.0,True,-0.0584,0.0034,0.003493,False,-0.0289,0.0008,0.120041,False,0.1967,0.0387,0.0,True,-0.0833,0.0069,3.1e-05,True,0.0109,0.0001,0.587447,False,0.2134,0.0455,0.0,True,0.1831,0.0335,0.0,True,0.2143,0.0459,0.0,True,0.1948,0.0379,0.0,True,0.0294,0.0,True,0.002,0.043269,False,0.0043,0.006329,False
latent_245,-0.1719,0.0295,0.0,True,-0.0687,0.0047,0.000593,False,0.0878,0.0077,2e-06,True,0.002,0.0,0.921976,False,-0.0592,0.0035,0.003062,False,-0.0046,0.0,0.817176,False,-0.0194,0.0004,0.332704,False,-0.0354,0.0012,0.077244,False,0.0149,0.0002,0.457023,False,-0.0389,0.0015,0.052071,False,0.0036,0.000806,False,0.0004,0.549206,False,0.0089,4.6e-05,True
latent_250,0.143,0.0205,0.0,True,0.0273,0.0007,0.172511,False,-0.114,0.013,0.0,True,0.0387,0.0015,0.053141,False,0.0163,0.0003,0.415891,False,0.0117,0.0001,0.557705,False,0.0625,0.0039,0.00176,False,0.0555,0.0031,0.005486,False,0.0567,0.0032,0.004603,False,0.0562,0.0032,0.004971,False,0.0052,6.4e-05,True,0.0021,0.040184,False,0.0043,0.008615,False
